field,dtype,orig_name,example,drop,groupby,round
measurement_calibration_sensors_channel_10__calibration_1__caldata_66__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[66].c3,-1.17E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_67__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[67].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_67__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[67].c1,4.00E+03,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_67__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[67].c2,1.64E-04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_67__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[67].c3,-1.66E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_68__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[68].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_68__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[68].c1,5.56E+03,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_68__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[68].c2,1.17E-04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_68__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[68].c3,-2.35E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_69__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[69].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_69__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[69].c1,7.72E+03,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_69__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[69].c2,8.12E-05,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_69__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[69].c3,-3.31E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_7__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[7].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_7__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[7].c1,2.88E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_7__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[7].c2,1.99E-02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_7__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[7].c3,8.50E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_70__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[70].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_70__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[70].c1,1.07E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_70__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[70].c2,5.48E-05,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_70__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[70].c3,-4.55E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_71__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[71].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_71__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[71].c1,1.49E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_71__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[71].c2,3.50E-05,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_71__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[71].c3,-6.13E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_72__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[72].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_72__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[72].c1,2.07E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_72__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[72].c2,2.07E-05,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_72__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[72].c3,-7.70E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_73__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[73].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_73__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[73].c1,2.88E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_73__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[73].c2,1.26E-05,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_73__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[73].c3,-9.37E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_74__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[74].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_74__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[74].c1,4.00E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_74__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[74].c2,7.78E-06,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_74__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[74].c3,-1.20E+02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_75__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[75].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_75__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[75].c1,5.56E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_75__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[75].c2,4.11E-06,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_75__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[75].c3,-1.57E+02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_76__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[76].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_76__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[76].c1,6.00E+04,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_76__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[76].c2,3.41E-06,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_76__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[76].c3,-1.66E+02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_8__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[8].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_8__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[8].c1,4.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_8__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[8].c2,1.98E-02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_8__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[8].c3,8.31E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_9__c0,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[9].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_9__c1,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[9].c1,5.56E+00,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_9__c2,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[9].c2,1.96E-02,1,,
measurement_calibration_sensors_channel_10__calibration_1__caldata_9__c3,str,measurement.calibration_sensors.channel[10].calibration[1].caldata[9].c3,8.05E+01,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci,MFS07e,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci_date,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci_date,6/16/2013,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci_manufacturer,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci_manufacturer,metronix,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci_manufacturers_address,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci_manufacturers_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci_serial_number,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci_serial_number,53,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibrated_item_ci_time,str,measurement.calibration_sensors.channel[10].calibration[1].calibrated_item.ci_time,9:52:40,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibration_equipment_ce_calibration_valid_until,str,measurement.calibration_sensors.channel[10].calibration[1].calibration_equipment.ce_calibration_valid_until,1/1/1970,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibration_equipment_ce_contact_address,str,measurement.calibration_sensors.channel[10].calibration[1].calibration_equipment.ce_contact_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_sensors_channel_10__calibration_1__calibration_equipment_ce_location,str,measurement.calibration_sensors.channel[10].calibration[1].calibration_equipment.ce_location,Magnetsrode,1,,
measurement_calibration_sensors_channel_10__calibration_1__creator,str,measurement.calibration_sensors.channel[10].calibration[1].creator,software chcal 1.3,1,,
measurement_calibration_sensors_channel_10__calibration_1__user,str,measurement.calibration_sensors.channel[10].calibration[1].user,metronix,1,,
measurement_calibration_sensors_channel_3__calibration_1__cal_version,str,measurement.calibration_sensors.channel[3].calibration[1].cal_version,1,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_1__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[1].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_1__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[1].c1,4.00E-01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_1__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[1].c2,2.00E-02,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_1__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[1].c3,8.92E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_10__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[10].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_10__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[10].c1,7.72E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_10__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[10].c2,1.94E-02,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_10__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[10].c3,7.70E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_100__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[100].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_100__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[100].c1,8.11E+03,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_100__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[100].c2,7.29E-05,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_100__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[100].c3,-4.72E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_101__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[101].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_101__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[101].c1,1.00E+04,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_101__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[101].c2,5.58E-05,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_101__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[101].c3,-5.52E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_11__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[11].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_11__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[11].c1,1.07E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_11__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[11].c2,1.89E-02,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_11__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[11].c3,7.21E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_12__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[12].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_12__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[12].c1,1.49E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_12__c2,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[12].c2,1.82E-02,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_12__c3,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[12].c3,6.59E+01,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_13__c0,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[13].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_3__calibration_1__caldata_13__c1,str,measurement.calibration_sensors.channel[3].calibration[1].caldata[13].c1,2.07E+01,1,,
